  Wavelength(um)          Flux(Jy)         Error(Jy)
         136.861           324.329           2.22473
         136.923           325.581           2.27351
         136.984           324.677           2.35692
         137.046           324.963           2.46048
         137.107           328.059           2.07780
         137.169           345.372           1.29299
         137.231           359.845           1.54744
         137.292           337.097           1.79347
         137.354           327.288           1.84922
         137.415           325.994           2.33855
         137.477           324.973           2.17392
         137.539           325.349           1.51252
         137.600           324.764           2.01091
         137.662           324.043           1.73255
         137.723           325.026           2.24630
         137.785           324.876           2.00378
         137.847           324.132           1.79550
         137.908           323.821           2.25695
         137.970           325.973           2.04583
         138.032           325.134           2.14695
         138.093           324.914           1.65531
         138.155           323.499           2.43449
         138.217           322.742           1.55863
         138.278           320.275           1.60721
         138.340           322.480           2.04368
         138.402           323.382           1.63062
         138.463           326.619           1.96953
         138.525           330.606           1.87563
         138.587           325.198           1.53894
         138.649           323.117           1.72438
         138.710           321.885           1.67471
         138.772           320.730           1.90559
         138.834           321.628           1.67483
         138.896           321.357           1.86879
         138.957           320.898           2.06340
         139.019           320.034           1.63662
         139.081           322.394           1.69136
         139.143           321.688           1.63954
         139.204           319.782           1.64619
         139.266           318.682           1.81850
         139.328           318.927           1.67302
         139.390           316.635           1.38984
         139.452           316.955           1.52210
         139.514           318.093           1.48910
         139.575           317.825           1.64760
         139.637           317.042           1.63178
         139.699           317.591           1.56315
         139.761           316.139           1.57386
         139.823           318.766           1.39135
         139.885           314.225           1.29808
         139.947           313.992           1.38675
         140.008           316.235           1.50345
         140.070           316.761           1.39788
         140.132           314.229           1.63799
         140.194           312.902           1.33201
         140.256           312.367           1.66572
         140.318           311.046           1.54153
         140.380           313.578           1.60944
         140.442           315.113           1.88948
         140.504           314.316           1.60815
         140.566           312.480           1.51110
         140.628           313.801           1.66552
         140.690           314.959           1.78272
         140.752           313.928           1.72265
         140.814           315.731           1.60242
         140.876           313.220           2.29748
         140.938           313.630           2.10219
         141.000           313.440           1.67987
         141.062           312.395           2.32051
         141.124           313.254           1.88111
         141.186           312.469           2.05418
         141.248           311.938           2.21817
         141.310           311.047           1.86361
         141.372           312.997           1.94292
         141.434           314.010           2.11500
         141.496           312.461           1.86657
         141.558           314.352           1.74564
         141.620           315.679           1.70112
         141.682           317.255           2.36899
         141.744           317.823           2.47426
         141.806           315.261           2.10584
         141.868           317.246           2.20294
         141.930           315.125           1.84698
         141.992           313.976           1.96639
         142.054           315.606           2.52679
         142.116           316.580           2.22839
         142.179           316.827           2.00903
         142.241           314.559           2.42013
         142.303           316.047           1.58647
         142.365           317.047           2.24089
         142.427           317.422           2.51793
         142.489           316.531           2.48693
         142.551           318.489           2.32838
         142.614           318.735           2.45741
         142.676           317.963           2.64340
         142.738           319.055           1.80426
         142.800           319.386           2.41390
         142.862           318.638           3.27653
         142.924           317.059           3.10052
         142.987           318.899           3.17549
         143.049           326.734           1.06218
         143.111           324.782           1.40968
         143.173           321.064           1.22953
         143.235           322.138           1.27474
         143.298           321.552           1.07126
         143.360           319.469           1.14728
         143.422           320.280          0.869810
         143.484           321.501          0.966448
         143.547           318.706           1.33526
         143.609           317.296           1.18334
         143.671           316.750           1.03993
         143.733           318.782          0.768219
         143.796           316.689          0.895553
         143.858           319.224          0.985617
         143.920           319.399           1.23059
         143.982           317.961          0.818776
         144.045           322.963          0.850428
         144.107           318.386           1.08579
         144.169           318.476          0.808395
         144.232           315.146          0.850679
         144.294           318.646          0.782189
         144.356           318.012           1.11304
         144.418           316.716          0.842523
         144.481           316.715          0.715138
         144.543           316.059          0.977910
         144.605           315.150          0.917595
         144.668           318.235          0.909248
         144.730           342.249          0.387932
         144.793           356.836          0.571145
         144.855           333.619          0.592700
         144.917           316.215          0.975681
         144.980           315.107          0.641771
         145.042           318.501          0.876174
         145.104           317.402          0.896699
         145.167           319.359          0.850816
         145.229           319.232          0.810311
         145.291           317.026          0.885558
         145.354           319.540          0.976656
         145.416           319.600           1.23787
         145.479           328.354          0.739170
         145.541           321.907           1.02858
         145.604           323.206          0.910817
         145.666           318.980           1.08079
         145.728           319.619          0.906869
         145.791           319.180          0.920970
         145.853           319.020          0.937224
         145.916           318.695           1.27848
         145.978           315.428           1.20728
         146.041           318.264           1.00106
         146.103           320.500           1.20949
         146.165           318.830           1.03256
         146.228           316.583           1.06424
         146.290           317.473          0.815804
         146.353           318.385           1.21395
         146.415           317.960          0.914823
         146.478           316.032           1.16639
         146.540           314.781          0.984495
         146.603           316.230           1.01973
         146.665           314.193           1.18587
         146.728           314.663          0.974484
         146.790           313.607          0.900344
         146.853           317.071          0.799612
         146.915           316.464           1.29004
         146.978           315.677           1.26074
         147.040           319.865          0.861365
         147.103           314.342          0.805823
         147.166           315.641          0.867540
         147.228           314.732           1.13013
         147.291           313.438           1.01993
         147.353           315.613          0.750321
         147.416           314.801           1.06499
         147.478           312.926          0.961450
         147.541           312.687          0.862931
         147.603           311.968          0.786732
         147.666           314.495           1.28087
         147.729           314.554           1.27148
         147.791           314.829           1.22158
         147.854           314.630           1.14091
         147.916           315.789          0.995755
         147.979           315.047           1.23580
         148.041           314.048           1.05070
         148.104           313.379           1.13713
         148.167           311.786          0.996877
         148.229           313.671           1.21780
         148.292           314.289           1.56233
         148.354           314.168           1.11343
         148.417           314.930          0.969089
         148.480           314.383           1.28514
         148.542           312.659           1.04872
         148.605           313.841           1.40184
         148.668           313.083           1.14098
         148.730           311.486           1.32037
         148.793           310.590           1.67265
         148.856           311.415           1.28978
         148.918           310.825           1.22675
         148.981           312.617           1.02451
         149.044           310.044           1.13341
         149.106           310.705           1.47709
         149.169           310.589           1.60273
         149.232           313.016           1.10438
         149.294           311.702           1.57586
         149.357           310.131           1.40620
         149.420           307.943           1.16505
         149.482           312.992           1.40847
         149.545           311.456           1.21040
         149.608           312.001           1.71943
         149.670           311.927           1.54622
         149.733           310.750           1.27663
         149.796           312.317           1.19582
         149.858           310.156           1.28913
         149.921           309.963           1.65172
         149.984           310.604           1.48213
         150.047           310.236           1.26090
         150.109           307.888           1.02434
         150.172           309.817          0.993916
         150.235           309.628           1.35506
         150.297           307.963           1.24554
         150.360           310.198           1.08893
         150.423           309.535           1.31705
         150.486           310.495           1.03239
         150.548           311.370           1.05985
         150.611           308.952           1.10451
         150.674           309.798           1.02871
         150.737           311.012           1.05055
         150.799           310.822           1.34663
         150.862           309.896          0.974978
         150.925           306.115           1.13701
         150.988           307.788          0.870765
         151.051           308.706           1.23941
         151.113           311.183          0.962301
         151.176           310.178           1.07267
         151.239           308.091          0.952952
         151.302           310.830          0.943596
         151.364           308.361           1.32792
         151.427           310.588          0.836079
         151.490           308.572           1.24563
         151.553           308.346           1.27470
         151.616           307.629          0.973221
         151.678           309.522           1.14220
         151.741           314.083          0.949956
         151.804           310.591          0.931313
         151.867           312.588           1.04904
         151.930           309.562           1.03626
         151.992           309.098           1.07572
         152.055           310.010          0.911561
         152.118           308.348           1.31520
         152.181           307.802           1.24077
         152.244           308.122          0.865364
         152.307           309.587          0.931535
         152.369           310.597          0.793198
         152.432           306.736           1.07923
         152.495           305.902           1.21411
         152.558           306.346          0.818962
         152.621           308.069          0.914610
         152.684           307.444          0.708087
         152.746           307.363          0.985708
         152.809           307.751           1.20945
         152.872           304.234          0.872631
         152.935           311.008           1.05611
         152.998           309.280          0.925842
         153.061           309.280          0.988495
         153.123           310.955           1.25435
         153.186           320.777          0.739971
         153.249           347.847          0.574687
         153.312           348.693          0.624484
         153.375           314.858          0.643571
         153.438           309.050          0.998698
         153.501           306.812           1.14919
         153.564           310.230          0.931463
         153.626           308.839           1.12599
         153.689           309.622           1.37494
         153.752           307.096           1.21340
         153.815           306.672           1.06248
         153.878           308.461          0.907805
         153.941           307.801           1.12249
         154.004           308.015           1.18441
         154.067           306.538           1.39241
         154.130           305.178           1.24829
         154.192           305.457          0.978420
         154.255           307.646           1.00349
         154.318           305.644          0.813950
         154.381           308.060           1.12828
         154.444           303.823           1.18978
         154.507           306.392           1.47684
         154.570           308.321           1.25057
         154.633           307.547          0.975440
         154.696           308.446           1.33506
         154.759           306.160           1.27504
         154.821           307.654           1.65891
         154.884           304.414          0.882657
         154.947           302.362          0.991491
         155.010           305.285          0.841430
         155.073           298.376          0.974383
         155.136           303.303           1.27439
         155.199           304.863           1.35798
         155.262           306.971           1.01606
         155.325           304.366           1.45044
         155.388           299.222          0.880943
         155.451           302.140           1.11168
         155.514           303.374           1.40746
         155.576           305.328           1.09949
         155.639           301.813           1.34804
         155.702           301.653           1.01520
         155.765           302.806           1.41036
         155.828           305.144           1.43735
         155.891           304.033          0.953308
         155.954           303.535           1.23989
         156.017           301.644          0.955651
         156.080           301.238           1.63875
         156.143           303.520           1.07194
         156.206           306.611           1.02277
         156.269           305.916           1.23362
         156.332           302.559           1.06184
         156.395           302.620           1.61225
         156.458           301.994           1.15510
         156.521           300.654           1.24042
         156.583           299.339           1.13515
         156.646           297.169          0.853309
         156.709           297.209           1.20498
         156.772           298.227           1.13980
         156.835           299.054           1.46348
         156.898           298.319          0.865433
         156.961           297.485           1.14913
         157.024           296.975           1.11413
         157.087           298.527           1.39048
         157.150           297.844           1.52136
         157.213           299.630           1.00369
         157.276           299.694          0.892452
         157.339           297.141           1.19409
         157.402           297.347           1.54565
         157.465           297.945           1.15537
         157.528           299.515          0.701008
         157.591           297.470          0.940371
         157.654           294.763           1.03328
         157.717           286.569           1.02623
         157.780           281.820          0.959578
         157.843           296.818          0.830474
         157.905           294.388          0.913665
         157.968           294.671          0.854252
         158.031           293.984          0.966274
         158.094           292.955           1.26509
         158.157           292.239          0.766344
         158.220           295.277           1.14858
         158.283           294.983          0.875717
         158.346           295.351           1.28337
         158.409           295.969           1.11606
         158.472           295.796           1.12283
         158.535           296.143           1.43159
         158.598           298.416           1.06120
         158.661           296.318          0.939496
         158.724           297.231           1.28029
         158.787           297.750           1.09290
         158.850           294.246           1.34857
         158.913           295.771           1.04439
         158.976           293.344          0.914897
         159.039           294.809           1.63036
         159.102           294.297           1.18227
         159.165           295.719          0.823861
         159.228           295.188           1.21646
         159.291           295.645          0.866200
         159.354           296.132           1.24720
         159.416           298.526           1.51065
         159.479           297.024           1.18665
         159.542           297.575           1.56198
         159.605           295.821          0.999633
         159.668           294.618           1.12229
         159.731           294.296           1.26751
         159.794           295.873           1.59769
         159.857           296.906           1.58918
         159.920           296.670           1.47292
         159.983           293.510          0.865841
         160.046           292.386           1.16936
         160.109           291.783          0.941486
         160.172           294.245           1.35058
         160.235           295.933           1.36860
         160.298           291.722           1.17546
         160.361           291.833          0.982381
         160.424           290.880          0.805386
         160.487           292.929           1.30204
         160.550           292.835           1.25362
         160.613           291.748           1.09882
         160.676           291.637           1.15764
         160.738           292.231           1.14220
         160.801           293.392           1.26307
         160.864           294.333          0.892927
         160.927           293.537          0.697901
         160.990           292.381           1.16958
         161.053           293.594          0.969589
         161.116           294.915           1.09255
         161.179           292.117          0.692074
         161.242           295.213          0.901872
         161.305           292.627           1.12418
         161.368           294.737           1.09897
         161.431           293.206           1.11732
         161.494           292.629           1.18508
         161.557           294.161           1.04653
         161.620           288.973          0.696301
         161.683           293.364          0.922173
         161.745           296.100          0.754414
         161.808           294.644          0.858432
         161.871           296.378          0.932215
         161.934           293.390          0.856619
         161.997           292.636          0.868401
         162.060           291.933          0.957725
         162.123           292.172          0.607185
         162.186           291.434          0.921016
         162.249           290.523          0.806425
         162.312           294.959          0.941276
         162.375           293.910          0.707072
         162.438           293.854          0.789559
         162.500           294.335          0.400924
         162.563           288.167          0.963212
         162.626           293.027          0.788129
         162.689           295.913          0.934326
         162.752           322.928          0.613619
         162.815           341.813          0.411386
         162.878           323.277          0.410568
         162.941           297.423          0.978117
         163.004           296.468          0.733608
         163.066           295.888          0.829646
         163.129           299.750          0.909405
         163.192           294.318          0.777334
         163.255           293.652          0.618340
         163.318           293.618           1.09175
         163.381           299.148          0.865049
         163.444           299.746          0.910532
         163.507           292.793          0.774476
         163.570           293.170          0.960437
         163.632           292.603          0.804310
         163.695           292.842          0.947962
         163.758           288.949          0.833131
         163.821           290.293          0.898888
         163.884           291.667          0.744279
         163.947           292.926          0.887933
         164.010           294.708          0.772564
         164.072           290.352          0.958035
         164.135           293.179          0.578759
         164.198           289.506          0.858469
         164.261           289.604           1.23512
         164.324           289.093          0.962442
         164.387           286.174          0.801454
         164.449           286.961           1.17956
         164.512           286.194           1.08459
         164.575           285.321           1.08387
         164.638           282.371           1.15930
         164.701           282.623           1.48957
         164.764           284.785           1.03452
         164.826           285.296           1.05433
         164.889           284.432           1.08907
         164.952           289.426          0.715457
         165.015           287.760          0.828011
         165.078           290.352          0.730055
         165.141           288.736          0.950593
         165.203           293.217          0.768570
         165.266           288.250          0.884060
         165.329           286.377           1.02062
         165.392           286.726          0.901470
         165.454           289.471          0.981752
         165.517           286.465          0.986716
         165.580           286.971          0.844241
         165.643           286.030          0.961279
         165.706           285.513          0.825128
         165.768           288.028           1.00892
         165.831           287.259          0.551758
         165.894           284.979          0.781846
         165.957           286.021          0.654652
         166.019           286.736           1.04589
         166.082           287.137          0.839120
         166.145           287.404          0.748671
         166.208           287.801          0.735870
         166.270           285.888          0.806303
         166.333           289.659          0.961713
         166.396           289.388          0.865042
         166.459           287.939          0.971748
         166.521           287.344          0.761779
         166.584           288.636          0.881379
         166.647           285.525          0.895174
         166.710           286.308          0.833515
         166.772           287.065          0.467656
         166.835           284.036          0.918990
         166.898           284.151          0.863243
         166.960           284.682          0.945420
         167.023           280.026          0.739490
         167.086           280.189           1.14644
         167.149           280.809          0.746555
         167.211           279.191          0.919920
         167.274           277.671           1.08615
         167.337           277.299          0.958875
         167.399           278.787          0.887854
         167.462           276.688          0.701485
         167.525           277.589          0.749626
         167.587           280.418           1.14501
         167.650           279.901          0.680115
         167.713           279.615           1.03439
         167.775           280.660          0.828272
         167.838           280.216          0.784169
         167.901           282.315          0.699379
         167.963           279.862          0.844539
         168.026           283.335          0.651012
         168.088           285.617          0.820631
         168.151           287.698          0.975957
         168.214           284.834          0.783321
         168.276           285.278          0.712874
         168.339           284.660          0.908659
         168.402           285.543          0.742379
         168.464           285.183          0.643489
         168.527           283.716          0.562383
         168.589           285.454          0.932098
         168.652           284.777          0.878795
         168.714           287.754          0.762281
         168.777           284.953          0.852370
         168.840           285.933          0.732015
         168.902           283.675          0.557741
         168.965           280.585          0.845499
         169.027           279.881          0.614946
         169.090           281.403          0.638921
         169.152           280.878          0.631858
         169.215           279.005           1.03326
         169.278           280.775          0.856306
         169.340           283.984          0.782239
         169.403           280.230          0.948110
         169.465           281.865          0.817500
         169.528           281.034          0.646088
         169.590           282.319          0.627395
         169.653           280.574          0.861400
         169.715           280.114          0.965221
         169.778           281.422          0.826007
         169.840           277.355           1.22488
         169.903           280.165          0.764181
         169.965           277.770          0.780065
         170.028           277.645          0.655595
         170.090           273.955          0.835689
         170.152           276.227           1.20091
         170.215           274.857          0.977201
         170.277           274.173          0.929450
         170.340           272.745           1.03441
         170.402           274.517           1.40584
         170.465           272.602          0.877194
         170.527           272.240          0.980251
         170.590           271.242          0.974317
         170.652           271.295          0.819241
         170.714           271.532           1.02159
         170.777           273.676           1.08915
         170.839           273.829          0.918911
         170.902           273.385          0.997203
         170.964           271.831          0.739840
         171.026           275.071          0.920926
         171.089           271.764          0.883535
         171.151           272.306          0.801734
         171.213           274.035          0.672635
         171.276           270.210          0.803647
         171.338           271.550          0.794107
         171.401           270.353          0.672157
         171.463           268.627          0.868065
         171.525           265.864          0.990322
         171.588           267.691          0.755337
         171.650           269.234          0.709185
         171.712           265.435          0.744802
         171.774           266.447           1.08552
         171.837           265.744          0.949262
         171.899           261.338          0.912315
         171.961           264.350          0.748732
         172.024           263.000          0.605814
         172.086           262.289          0.651649
         172.148           263.577           1.23868
         172.210           261.456          0.712484
         172.273           260.519          0.871988
         172.335           261.042          0.944444
         172.397           257.267          0.942503
         172.459           256.322           1.01618
         172.522           258.487          0.947832
         172.584           260.395           1.04200
         172.646           258.593          0.810724
         172.708           258.513           1.44156
         172.770           260.681          0.920044
         172.833           259.066          0.739087
         172.895           259.569          0.819596
         172.957           259.202          0.889666
         173.019           260.967          0.736093
         173.081           259.978          0.761228
         173.143           264.598          0.717042
         173.206           262.238           1.09287
         173.268           262.103          0.781150
         173.330           259.877          0.757760
         173.392           262.528          0.795426
         173.454           262.778           1.05570
         173.516           267.627          0.718118
         173.578           293.213          0.400995
         173.640           314.204          0.806421
         173.703           282.765          0.607377
         173.765           258.484          0.898305
         173.827           257.401          0.837103
         173.889           258.213          0.836947
         173.951           257.811          0.747650
         174.013           264.062          0.848276
         174.075           259.269          0.555422
         174.137           260.479          0.742041
         174.199           261.087          0.877550
         174.261           259.781          0.755732
         174.323           258.778          0.771207
         174.385           259.231          0.658068
         174.447           258.584          0.846912
         174.509           267.042          0.674423
         174.571           281.428          0.710093
         174.633           280.418          0.640981
         174.695           272.258          0.738841
         174.757           262.717           1.12928
         174.819           262.338          0.825602
         174.881           260.147           1.06036
         174.943           260.682          0.958278
         175.005           262.015          0.733346
         175.067           263.520           1.09503
         175.128           265.012          0.935183
         175.190           263.375          0.911793
         175.252           260.953          0.936686
         175.314           261.358           1.21608
         175.376           258.722          0.841964
         175.438           255.201          0.913848
         175.500           256.982          0.692259
         175.562           255.273          0.992513
         175.623           257.118          0.892379
         175.685           255.936          0.988655
         175.747           255.279          0.937199
         175.809           253.205           1.05059
         175.871           256.977          0.938576
         175.932           259.617          0.816762
         175.994           256.453          0.669527
         176.056           259.827          0.749097
         176.118           258.428          0.717548
         176.180           259.472          0.645747
         176.241           260.695          0.533692
         176.303           258.125          0.667831
         176.365           254.818          0.536703
         176.426           253.071          0.678693
         176.488           253.998          0.625936
         176.550           252.885          0.547077
         176.612           252.114          0.691390
         176.673           252.134          0.737818
         176.735           254.819          0.544789
         176.797           257.214          0.576684
         176.858           250.179          0.721676
         176.920           250.600          0.531083
         176.982           250.433          0.630042
         177.043           249.407          0.494338
         177.105           250.722          0.612466
         177.166           248.745          0.656242
         177.228           248.008          0.582058
         177.290           248.540          0.792939
         177.351           249.034          0.669389
         177.413           250.886          0.573472
         177.474           250.662          0.686960
         177.536           247.065          0.669730
         177.597           248.577          0.763111
         177.659           251.762          0.708418
         177.720           250.440          0.768163
         177.782           248.686          0.837843
         177.843           253.554          0.672429
         177.905           249.298          0.729186
         177.966           253.275          0.521264
         178.028           251.822          0.897142
         178.089           248.360          0.781046
         178.151           248.758          0.592534
         178.212           245.269          0.883308
         178.274           247.709           1.06184
         178.335           242.448          0.637333
         178.397           242.794          0.815181
         178.458           247.497          0.883569
         178.519           244.562          0.771760
         178.581           247.430          0.729403
         178.642           250.102          0.869532
         178.703           251.150          0.860937
         178.765           249.275          0.840963
         178.826           252.334          0.716554
         178.887           254.860           1.00528
         178.949           249.797          0.668032
         179.010           252.655          0.710453
         179.071           254.930          0.725605
         179.133           254.430          0.806313
         179.194           255.041           1.00795
         179.255           256.803          0.801129
         179.316           259.656          0.677793
         179.378           258.489          0.505061
         179.439           267.250          0.737239
         179.500           291.154          0.464777
         179.561           284.041          0.432001
         179.623           267.555          0.641622
         179.684           257.981          0.600769
         179.745           256.786          0.761804
         179.806           259.322          0.718609
         179.867           262.829          0.493650
         179.928           257.743          0.567509
         179.990           256.319          0.734662
         180.051           255.396          0.533028
         180.112           256.806          0.523426
         180.173           255.219          0.811589
         180.234           252.956          0.719065
         180.295           253.314          0.704841
         180.356           256.971          0.542408
         180.417           257.071          0.790949
         180.478           255.788          0.626530
         180.539           257.313          0.516014
         180.600           254.255          0.663862
         180.661           250.586          0.705086
         180.722           252.926          0.726521
         180.783           253.041          0.630456
         180.844           255.839          0.781241
         180.905           251.257          0.586142
         180.966           255.895          0.525643
         181.027           258.668          0.651310
         181.088           253.769          0.770525
         181.149           257.116          0.640487
         181.210           261.088          0.801040
         181.271           257.544          0.794260
         181.331           254.843          0.688979
         181.392           259.109          0.605579
         181.453           255.932          0.773281
         181.514           257.446          0.874680
         181.575           254.433          0.687333
         181.636           253.917          0.576920
         181.696           251.500          0.454563
         181.757           253.792          0.731477
         181.818           254.597          0.855534
         181.879           254.238          0.575976
         181.939           255.028          0.528358
         182.000           257.188          0.730608
         182.061           259.041          0.787455
         182.122           257.662          0.475862
         182.182           261.439          0.719848
         182.243           259.164          0.773882
         182.304           260.250          0.811423
         182.364           259.455          0.532282
         182.425           259.088          0.452978
         182.486           258.435          0.569541
         182.546           263.748          0.540075
         182.607           261.287          0.679507
         182.667           261.807          0.526631
         182.728           259.951          0.698967
         182.789           262.332          0.921382
         182.849           261.394          0.892333
         182.910           267.043          0.543092
         182.970           265.829          0.744964
         183.031           265.701          0.648475
         183.091           262.141          0.757244
         183.152           263.743          0.554662
         183.212           259.830          0.535374
         183.273           261.163          0.850524
         183.333           260.213          0.768886
         183.394           262.566          0.751247
         183.454           261.134          0.706647
         183.514           255.777          0.692460
         183.575           251.705          0.727749
         183.635           256.852          0.723280
         183.696           251.420          0.656731
         183.756           250.679          0.569629
         183.816           249.714          0.652764
         183.877           250.619          0.629954
         183.937           248.562          0.466621
         183.997           248.689          0.542217
         184.058           250.422          0.642097
         184.118           251.077          0.576947
         184.178           249.457          0.411995
         184.238           253.486          0.507485
         184.299           250.934          0.455068
         184.359           253.439          0.461501
         184.419           258.634          0.424093
         184.479           257.882          0.452518
         184.539           257.937          0.407439
         184.599           261.582          0.565565
         184.660           260.913          0.301215
         184.720           262.038          0.400087
         184.780           264.525          0.490256
         184.840           265.057          0.336273
         184.900           261.174          0.413107
         184.960           257.686          0.414901
         185.020           252.630          0.358032
         185.080           252.089          0.574883
         185.140           257.090          0.495472
         185.200           257.114          0.404540
         185.260           260.719          0.481805
         185.320           258.893          0.450874
         185.380           260.579          0.443100
         185.440           257.608          0.315770
         185.500           261.908          0.645389
         185.560           256.417          0.238348
         185.620           257.849          0.414773
         185.680           259.678          0.417424
         185.740           256.448          0.406633
         185.800           256.676          0.453846
         185.859           257.942          0.400134
         185.919           277.720          0.186680
         185.979           316.771          0.228921
         186.039           312.335          0.183369
         186.099           265.837          0.366666
         186.158           253.378          0.413906
         186.218           250.879          0.473495
         186.278           249.259          0.599984
         186.338           248.322          0.410635
         186.397           251.374          0.429459
         186.457           253.394          0.463101
         186.517           252.515          0.428338
         186.576           250.242          0.295353
         186.636           249.876          0.366453
         186.696           249.328          0.301234
         186.755           249.172          0.294831
         186.815           248.916          0.389614
         186.875           245.813          0.308592
         186.934           249.279          0.407442
         186.994           253.117          0.399209
         187.053           244.711          0.432042
         187.113           253.410          0.364375
         187.172           252.826          0.358209
         187.232           248.706          0.283576
         187.291           246.287          0.393348
         187.351           241.168          0.292374
         187.410           243.505          0.352191
         187.470           244.132          0.319040
         187.529           240.787          0.373117
         187.588           243.914          0.407403
         187.648           241.256          0.350219
         187.707           242.981          0.330460
         187.766           242.641          0.312148
         187.826           242.890          0.271011
         187.885           238.147          0.362807
         187.944           242.577          0.375108
         188.004           241.573          0.411515
         188.063           239.601          0.353944
         188.122           238.228          0.357215
         188.181           243.592          0.288480
         188.241           240.640          0.346159
         188.300           246.932          0.390573
         188.359           245.523          0.314766
         188.418           241.929          0.281417
         188.477           244.575          0.256070
         188.536           240.130          0.431019
         188.596           238.903          0.249520
         188.655           239.419          0.287361
         188.714           234.277          0.307301
         188.773           233.198          0.323575
         188.832           234.914          0.313952
         188.891           234.372          0.394794
         188.950           235.292          0.337098
         189.009           228.834          0.424107
         189.068           235.657          0.468559
         189.127           224.672          0.493738
         189.186           229.426          0.490817
         189.245           234.060          0.335081
         189.304           232.711          0.280985
         189.362           230.260          0.384015
         189.421           233.952          0.333652
         189.480           229.598          0.284485
