       Wave (um)         Flux (Jy)  Uncertainty (Jy)
         71.1568          0.463782           2.09528
         71.1765           1.44019           2.19833
         71.1961          0.969373           2.34075
         71.2158           1.47674           2.49416
         71.2354          0.978634           2.95251
         71.2551         -0.301474           3.28594
         71.2747         -0.520370           2.47743
         71.2944          0.937645           2.25488
         71.3140         -0.799655           3.03737
         71.3337         -0.995799           2.70250
         71.3533          0.916862           2.00880
         71.3730          0.271262           1.82661
         71.3926         -0.548995           2.72139
         71.4123         0.0127643           2.40984
         71.4319         -0.682065           2.67784
         71.4516         -0.107659           2.60723
         71.4712          -1.88334           1.74054
